CustomerID,Segment,JoinYear
1097,E-ticarət,2022
1098,E-ticarət,2024
1099,Pərakəndə (Retail),2024
1100,E-ticarət,2024
1101,Pərakəndə (Retail),2024
1102,Pərakəndə (Retail),2024
1103,Korporativ,2023
1104,E-ticarət,2023
1105,Korporativ,2023
1106,Korporativ,2022
1107,Korporativ,2025
1108,Korporativ,2024
1109,E-ticarət,2025
1110,Korporativ,2023
1111,E-ticarət,2025
1112,Pərakəndə (Retail),2024
1113,Pərakəndə (Retail),2024
1114,Korporativ,2024
1115,Korporativ,2023
1116,Fərdi,2024
1117,Fərdi,2024
1118,Fərdi,2022
1119,Pərakəndə (Retail),2023
1120,E-ticarət,2025
1121,E-ticarət,2025
1122,Korporativ,2025
1123,E-ticarət,2024
1124,Korporativ,2023
1125,E-ticarət,2023
1126,Korporativ,2023
1127,Pərakəndə (Retail),2022
1128,Pərakəndə (Retail),2023
1129,Korporativ,2023
1130,Fərdi,2023
1131,Korporativ,2025
1132,Fərdi,2023
1133,E-ticarət,2025
1134,Fərdi,2024
1135,Pərakəndə (Retail),2023
1136,E-ticarət,2023
1137,E-ticarət,2022
1138,Korporativ,2023
1139,E-ticarət,2024
1140,E-ticarət,2022
1141,Pərakəndə (Retail),2023
1142,Korporativ,2023
1143,Pərakəndə (Retail),2025
1144,Fərdi,2024
1145,Korporativ,2024
1146,Korporativ,2022
1147,E-ticarət,2024
1148,Pərakəndə (Retail),2024
1149,E-ticarət,2024
1150,Fərdi,2025
1151,Fərdi,2023
1152,Korporativ,2025
1153,E-ticarət,2025
1154,Fərdi,2022
1155,Pərakəndə (Retail),2023
1156,E-ticarət,2025
1157,E-ticarət,2022
1158,Pərakəndə (Retail),2024
1159,E-ticarət,2025
1160,Fərdi,2024
1161,Korporativ,2023
1162,E-ticarət,2024
1163,Pərakəndə (Retail),2023
1164,E-ticarət,2024
1165,Korporativ,2022
1166,E-ticarət,2024
1167,E-ticarət,2024
1168,Pərakəndə (Retail),2024
1169,Korporativ,2024
1170,Korporativ,2024
1171,Pərakəndə (Retail),2024
1172,Pərakəndə (Retail),2022
1173,E-ticarət,2024
1174,E-ticarət,2023
1175,Fərdi,2025
1176,Pərakəndə (Retail),2022
1177,Korporativ,2023
1178,E-ticarət,2024
1179,E-ticarət,2023
1180,Pərakəndə (Retail),2022
1181,Fərdi,2024
1182,Pərakəndə (Retail),2024
1183,Pərakəndə (Retail),2024
1184,Pərakəndə (Retail),2023
1185,E-ticarət,2024
1186,Korporativ,2023
1187,E-ticarət,2024
1188,E-ticarət,2024
1189,Fərdi,2024
1190,Korporativ,2023
1191,Korporativ,2022
1192,E-ticarət,2023
1193,E-ticarət,2022
1194,E-ticarət,2023
1195,E-ticarət,2024
1196,Pərakəndə (Retail),2023
1197,E-ticarət,2025
1198,Pərakəndə (Retail),2022
1199,E-ticarət,2024
1200,E-ticarət,2024
1201,E-ticarət,2023
1202,Korporativ,2022
1203,Pərakəndə (Retail),2024
1204,Korporativ,2023
1205,Korporativ,2025
1206,Pərakəndə (Retail),2024
1207,E-ticarət,2025
1208,E-ticarət,2023
1209,Pərakəndə (Retail),2024
1210,Pərakəndə (Retail),2024
1211,E-ticarət,2024
1212,Fərdi,2023
1213,Pərakəndə (Retail),2024
1214,E-ticarət,2023
1215,Pərakəndə (Retail),2024
1216,Korporativ,2023
1217,E-ticarət,2025
1218,E-ticarət,2022
1219,E-ticarət,2024
1220,Pərakəndə (Retail),2025
1221,Korporativ,2024
1222,Fərdi,2024
1223,Pərakəndə (Retail),2023
1224,E-ticarət,2025
1225,Pərakəndə (Retail),2023
1226,E-ticarət,2024
1227,Korporativ,2024
1228,Pərakəndə (Retail),2024
1229,E-ticarət,2023
1230,Korporativ,2024
1231,E-ticarət,2024
1232,E-ticarət,2022
1233,E-ticarət,2025
1234,E-ticarət,2022
1235,Fərdi,2023
1236,Korporativ,2022
1237,E-ticarət,2022
1238,Korporativ,2025
1239,E-ticarət,2023
1240,Fərdi,2023
1241,Pərakəndə (Retail),2023
1242,Pərakəndə (Retail),2024
1243,E-ticarət,2024
1244,E-ticarət,2023
1245,Korporativ,2023
1246,Fərdi,2025
1247,E-ticarət,2023
1248,E-ticarət,2023
1249,Fərdi,2023
1250,Korporativ,2024
1251,E-ticarət,2023
1252,E-ticarət,2024
1253,Fərdi,2023
1254,E-ticarət,2025
1255,Pərakəndə (Retail),2023
1256,Pərakəndə (Retail),2024
1257,E-ticarət,2023
1258,Pərakəndə (Retail),2023
1259,E-ticarət,2024
1260,E-ticarət,2023
1261,Pərakəndə (Retail),2025
1262,Fərdi,2025
1263,Pərakəndə (Retail),2025
1264,Korporativ,2022
1265,E-ticarət,2024
1266,E-ticarət,2023
1267,E-ticarət,2025
1268,E-ticarət,2024
1269,E-ticarət,2024
1270,E-ticarət,2023
1271,E-ticarət,2024
1272,E-ticarət,2022
1273,Korporativ,2024
1274,Fərdi,2023
1275,E-ticarət,2024
1276,Fərdi,2024
1277,Fərdi,2024
1278,E-ticarət,2023
1279,Pərakəndə (Retail),2024
1280,Korporativ,2023
1281,Korporativ,2023
1282,E-ticarət,2022
1283,Korporativ,2023
1284,E-ticarət,2023
1285,Korporativ,2024
1286,Pərakəndə (Retail),2022
1287,Pərakəndə (Retail),2023
1288,Korporativ,2025
1289,Pərakəndə (Retail),2022
1290,E-ticarət,2024
1291,E-ticarət,2024
1292,Pərakəndə (Retail),2025
1293,E-ticarət,2024
1294,E-ticarət,2024
1295,E-ticarət,2024
1296,E-ticarət,2023
1297,Fərdi,2024
1298,Korporativ,2022
1299,Fərdi,2025
1300,Korporativ,2023
1301,Korporativ,2024
1302,E-ticarət,2023
1303,Pərakəndə (Retail),2024
1304,E-ticarət,2022
1305,Fərdi,2025
1306,Fərdi,2024
1307,E-ticarət,2023
1308,Fərdi,2024
1309,Fərdi,2024
1310,Pərakəndə (Retail),2024
1311,E-ticarət,2023
1312,Korporativ,2023
1313,Korporativ,2023
1314,E-ticarət,2023
1315,E-ticarət,2025
1316,Pərakəndə (Retail),2022
1317,E-ticarət,2024
1318,Korporativ,2023
1319,Fərdi,2024
1320,Fərdi,2024
1321,E-ticarət,2025
1322,Fərdi,2023
1323,E-ticarət,2023
1324,E-ticarət,2023
1325,Pərakəndə (Retail),2022
1326,E-ticarət,2023
1327,E-ticarət,2023
1328,Korporativ,2023
1329,E-ticarət,2024
1330,E-ticarət,2023
1331,Korporativ,2023
1332,Pərakəndə (Retail),2023
1333,Pərakəndə (Retail),2024
1334,E-ticarət,2025
1335,Korporativ,2024
1336,E-ticarət,2024
1337,E-ticarət,2023
1338,Pərakəndə (Retail),2024
1339,E-ticarət,2023
1340,E-ticarət,2023
1341,Pərakəndə (Retail),2024
1342,Pərakəndə (Retail),2025
1343,Pərakəndə (Retail),2022
1344,E-ticarət,2024
1345,E-ticarət,2024
1346,E-ticarət,2022
1347,E-ticarət,2023
1348,Pərakəndə (Retail),2023
1349,Fərdi,2023
1350,Pərakəndə (Retail),2023
1351,Pərakəndə (Retail),2023
1352,E-ticarət,2023
1353,Pərakəndə (Retail),2024
1354,E-ticarət,2024
1355,Korporativ,2025
1356,Korporativ,2023
1357,E-ticarət,2024
1358,E-ticarət,2025
1359,Fərdi,2024
1360,E-ticarət,2023
1361,E-ticarət,2024
1362,E-ticarət,2023
1363,Pərakəndə (Retail),2023
1364,Korporativ,2024
1365,Pərakəndə (Retail),2024
1366,E-ticarət,2022
1367,Pərakəndə (Retail),2025
1368,E-ticarət,2024
1369,Fərdi,2023
1370,Pərakəndə (Retail),2025
1371,E-ticarət,2023
1372,E-ticarət,2025
1373,E-ticarət,2024
1374,E-ticarət,2022
1375,E-ticarət,2024
1376,Pərakəndə (Retail),2024
1377,Korporativ,2024
1378,E-ticarət,2025
1379,E-ticarət,2024
1380,E-ticarət,2024
1381,Fərdi,2025
1382,E-ticarət,2024
1383,Pərakəndə (Retail),2023
1384,Pərakəndə (Retail),2025
1385,Pərakəndə (Retail),2023
1386,Fərdi,2024
1387,E-ticarət,2025
1388,Fərdi,2024
1389,E-ticarət,2024
1390,E-ticarət,2024
1391,Pərakəndə (Retail),2023
1392,Fərdi,2025
1393,Pərakəndə (Retail),2023
1394,E-ticarət,2022
1395,E-ticarət,2023
1396,Fərdi,2024
1397,E-ticarət,2024
1398,Pərakəndə (Retail),2024
1399,Fərdi,2023
1400,Korporativ,2023
1401,E-ticarət,2022
1402,Korporativ,2023
1403,E-ticarət,2024
1404,Fərdi,2022
1405,Korporativ,2023
1406,Fərdi,2023
1407,E-ticarət,2022
1408,Fərdi,2023
1409,Korporativ,2023
1410,E-ticarət,2024
1411,E-ticarət,2024
1412,Pərakəndə (Retail),2024
1413,Pərakəndə (Retail),2025
1414,Pərakəndə (Retail),2023
1415,E-ticarət,2024
1416,E-ticarət,2025
1417,Korporativ,2023
1418,E-ticarət,2025
1419,Korporativ,2022
1420,Fərdi,2023
1421,Fərdi,2022
1422,Fərdi,2024
1423,Pərakəndə (Retail),2024
1424,E-ticarət,2024
1425,E-ticarət,2023
1426,Korporativ,2023
1427,Fərdi,2022
1428,E-ticarət,2023
1429,Korporativ,2025
1430,E-ticarət,2023
1431,Korporativ,2024
1432,Fərdi,2024
1433,Pərakəndə (Retail),2023
1434,E-ticarət,2024
1435,Fərdi,2022
1436,Pərakəndə (Retail),2022
1437,E-ticarət,2022
1438,E-ticarət,2024
1439,E-ticarət,2023
1440,E-ticarət,2024
1441,Fərdi,2024
1442,Korporativ,2023
1443,Fərdi,2024
1444,E-ticarət,2024
1445,E-ticarət,2022
1446,Korporativ,2023
1447,E-ticarət,2024
1448,Korporativ,2023
1449,Fərdi,2024
1450,Korporativ,2023
1451,Pərakəndə (Retail),2023
1452,E-ticarət,2023
1453,E-ticarət,2023
1454,E-ticarət,2024
1455,Korporativ,2023
1456,E-ticarət,2024
1457,E-ticarət,2025
1458,Korporativ,2024
1459,E-ticarət,2024
1460,E-ticarət,2023
1461,E-ticarət,2023
1462,Fərdi,2024
1463,Pərakəndə (Retail),2023
1464,Korporativ,2024
1465,E-ticarət,2023
1466,Fərdi,2024
1467,Pərakəndə (Retail),2025
1468,E-ticarət,2025
1469,Fərdi,2024
1470,E-ticarət,2024
1471,Korporativ,2024
1472,Pərakəndə (Retail),2024
1473,E-ticarət,2022
1474,Fərdi,2023
1475,Pərakəndə (Retail),2023
1476,Korporativ,2025
1477,E-ticarət,2023
1478,E-ticarət,2024
1479,E-ticarət,2024
1480,Pərakəndə (Retail),2024
1481,E-ticarət,2024
1482,Korporativ,2023
1483,Pərakəndə (Retail),2024
1484,E-ticarət,2024
1485,Pərakəndə (Retail),2023
1486,E-ticarət,2023
1487,Fərdi,2024
1488,Korporativ,2024
1489,E-ticarət,2022
1490,E-ticarət,2024
1491,E-ticarət,2024
1492,Pərakəndə (Retail),2023
1493,Pərakəndə (Retail),2025
1494,Pərakəndə (Retail),2024
1495,E-ticarət,2024
1496,E-ticarət,2024
1497,E-ticarət,2023
1498,Korporativ,2023
1499,Fərdi,2023
1500,Korporativ,2023
