DeliveryID,Date,HubID,VehicleID,DriverID,CustomerID,PackageCategory,DistanceKm,WeightKg,PromisedHours,ActualHours,Status,FailureReason,FuelCost,DeliveryCost,Revenue,CustomerRating
7159,2025-02-18,3,32,44,914,Geyim,10.2,0.64,48,37.5,Vaxtında,,0.36,4.79,10.94,4.1
7160,2023-01-23,1,11,5,751,Elektronika,17.6,19.59,4,4.9,Gecikmiş,,0.62,7.95,18.42,3.9
7161,2024-07-19,6,54,80,382,Qida,14.7,7.82,48,33.5,Vaxtında,,0.51,6.58,13.47,4.4
7162,2025-06-04,1,7,10,596,Kosmetika,10.8,3.72,4,1.9,Vaxtında,,0.97,7.25,15.67,4.4
7163,2025-02-04,2,18,18,852,Kosmetika,8.7,51.33,4,1.8,Vaxtında,,0.78,7.52,13.83,4.5
7164,2023-08-23,1,10,14,741,Geyim,13.3,4.62,48,36.5,Vaxtında,,1.73,11.31,20.97,4.9
7165,2023-02-28,1,10,17,986,Elektronika,10.3,8.99,24,22.0,Vaxtında,,1.34,9.19,17.42,5.0
7166,2023-06-13,4,42,50,967,Elektronika,13.9,13.65,48,13.8,Vaxtında,,3.06,16.9,30.6,4.1
7167,2025-02-09,3,27,46,937,Mebel/İri həcmli,17.1,7.44,48,13.0,Vaxtında,,3.76,20.23,37.64,5.0
7168,2025-04-05,5,48,67,1005,Geyim,39.6,7.24,24,13.7,Vaxtında,,1.39,15.28,34.72,5.0
7169,2023-08-04,1,2,5,955,Elektronika,17.6,6.34,72,50.4,Vaxtında,,0.62,7.55,19.2,5.0
7170,2023-07-02,6,58,80,887,Geyim,8.1,6.07,4,2.4,Vaxtında,,0.73,5.84,14.11,4.1
7171,2024-07-22,2,16,27,174,Sənəd,8.5,5.89,72,30.1,Vaxtında,,0.3,4.35,9.71,5.0
7172,2024-10-18,6,60,80,1177,Geyim,18.0,16.28,48,29.6,Vaxtında,,2.34,15.19,31.63,5.0
7173,2023-03-31,1,6,6,531,Kosmetika,13.0,11.47,48,22.5,Vaxtında,,0.46,6.09,13.13,5.0
7174,2023-11-07,4,43,56,248,Sənəd,5.7,10.97,24,20.9,Uğursuz,Zədəli çatdırılma,0.2,3.52,1.27,
7175,2024-07-10,3,34,46,471,Kosmetika,11.5,13.1,48,30.6,Vaxtında,,1.04,7.92,18.18,3.4
7176,2023-09-14,2,21,31,1299,Geyim,10.2,22.54,24,8.5,Vaxtında,,0.36,5.45,13.75,3.9
7177,2024-06-16,1,9,5,676,Sənəd,17.1,5.01,48,43.2,Vaxtında,,0.6,7.34,19.07,3.7
7178,2024-06-16,3,29,39,1490,Kosmetika,5.3,3.73,48,52.5,Gecikmiş,,0.69,5.29,12.48,3.0
7179,2023-02-21,1,13,8,1117,Sənəd,9.1,7.86,48,43.3,Vaxtında,,2.0,11.45,21.03,5.0
7180,2023-12-04,3,27,40,519,Elektronika,7.7,31.21,24,18.9,Vaxtında,,1.69,10.61,19.52,4.9
7181,2023-06-20,3,27,45,1114,Geyim,7.0,18.94,24,20.5,Vaxtında,,1.54,9.47,18.68,3.8
7182,2023-03-08,4,36,56,1434,Elektronika,4.8,6.0,48,37.6,Vaxtında,,0.17,3.06,6.76,5.0
7183,2024-09-16,6,60,71,990,Elektronika,20.3,9.28,48,36.7,Vaxtında,,2.64,16.7,34.54,3.9
7184,2023-10-27,1,11,12,1493,Geyim,6.2,13.21,24,15.6,Uğursuz,Zədəli çatdırılma,0.22,3.77,1.67,
7185,2024-11-02,2,25,35,97,Sənəd,11.7,19.55,24,20.6,Vaxtında,,1.52,10.56,21.44,5.0
7186,2025-02-16,2,18,30,544,Geyim,14.6,9.41,48,44.4,Vaxtında,,1.31,9.51,19.68,5.0
7187,2025-04-11,4,36,58,698,Mebel/İri həcmli,9.1,2.6,24,22.0,Vaxtında,,0.32,4.46,12.02,5.0
7188,2023-08-20,6,60,77,136,Sənəd,7.5,26.57,4,2.9,Vaxtında,,0.98,7.62,14.2,4.5
7189,2025-04-16,6,59,76,1397,Sənəd,10.2,8.43,48,39.4,Vaxtında,,0.36,5.02,11.11,4.8
7190,2023-03-09,6,61,85,1233,Sənəd,16.0,3.27,48,37.0,Vaxtında,,1.44,10.1,22.1,4.8
7191,2024-05-20,5,49,60,689,Elektronika,6.2,9.68,24,8.9,Vaxtında,,0.81,6.14,14.17,5.0
7192,2023-01-28,6,59,78,329,Kosmetika,7.7,4.14,48,46.5,Vaxtında,,0.27,4.02,9.29,4.7
7193,2024-09-19,2,17,19,242,Geyim,10.4,2.63,24,20.4,Vaxtında,,0.94,7.0,15.89,5.0
7194,2023-02-20,6,59,82,448,Elektronika,8.4,13.69,24,23.5,Vaxtında,,0.29,4.55,11.62,3.3
7195,2024-11-23,4,37,49,1049,Sənəd,14.6,6.65,24,21.2,Vaxtında,,1.9,12.35,24.38,4.8
7196,2023-09-17,1,7,12,1499,Sənəd,20.2,7.82,72,42.8,Vaxtında,,1.82,12.54,25.36,5.0
7197,2024-08-13,1,13,8,1492,Qida,9.5,8.95,24,12.8,Uğursuz,Ünvan tapılmadı,2.09,11.92,3.27,
7198,2025-02-23,1,9,11,375,Geyim,6.7,13.15,48,35.0,Uğursuz,Ünvan tapılmadı,0.23,3.94,1.4,
7199,2024-09-11,4,36,58,256,Kosmetika,15.6,17.16,4,3.0,Vaxtında,,0.55,7.17,14.65,4.8
7200,2024-08-08,3,35,39,631,Geyim,20.4,10.82,48,26.8,Vaxtında,,1.84,12.74,25.93,4.0
7201,2024-11-17,1,9,16,27,Elektronika,18.4,4.83,24,19.4,Uğursuz,Vaxt pəncərəsi buraxıldı,0.64,7.78,2.75,
7202,2023-07-03,4,38,51,295,Geyim,13.8,15.04,48,29.2,Vaxtında,,1.24,9.24,19.69,4.6
7203,2023-01-23,1,13,1,1183,Geyim,30.2,13.91,24,2.2,Vaxtında,,6.64,34.84,65.22,4.4
7204,2025-02-24,5,52,66,1059,Elektronika,10.6,3.51,72,50.4,Uğursuz,Digər,2.33,12.97,3.93,
7205,2023-05-09,5,45,68,332,Elektronika,9.5,5.39,72,55.4,Vaxtında,,0.86,6.59,16.18,4.5
7206,2023-10-18,6,61,71,977,Kosmetika,11.0,1.68,48,22.9,Uğursuz,Müştəri əlçatan olmadı,0.99,7.3,2.09,
7207,2025-04-11,1,6,15,1105,Elektronika,15.7,2.17,24,16.8,Vaxtında,,0.55,6.76,14.94,5.0
7208,2024-05-15,6,57,71,847,Elektronika,6.5,5.19,48,45.2,Vaxtında,,0.23,3.63,9.42,4.4
7209,2023-07-05,2,23,27,1221,Geyim,2.5,11.94,48,23.8,Vaxtında,,0.22,2.93,5.57,4.1
7210,2024-04-23,2,25,33,999,Elektronika,13.2,16.73,24,20.8,Vaxtında,,1.72,11.6,25.09,4.6
7211,2024-07-24,2,18,33,220,Elektronika,9.0,7.07,24,13.3,Vaxtında,,0.81,6.36,12.13,4.2
7212,2024-05-06,3,26,41,474,Kosmetika,11.1,5.49,24,23.5,Vaxtında,,1.0,7.47,15.82,5.0
7213,2024-05-27,6,59,73,740,Sənəd,13.4,7.34,4,2.0,Vaxtında,,0.47,6.11,12.72,4.6
7214,2024-10-04,3,33,39,1005,Elektronika,23.4,13.52,24,14.6,Vaxtında,,5.15,27.35,52.21,4.6
7215,2023-03-08,6,59,76,291,Elektronika,9.1,8.44,48,43.5,Vaxtında,,0.32,4.64,10.67,5.0
7216,2025-03-15,1,14,11,1031,Sənəd,17.2,9.35,24,15.5,Vaxtında,,0.6,7.5,15.6,4.5
7217,2024-04-11,2,18,27,132,Mebel/İri həcmli,10.7,8.85,4,3.4,Vaxtında,,0.96,7.35,13.69,5.0
7218,2023-10-12,3,31,41,558,Elektronika,36.7,6.62,24,27.6,Gecikmiş,,3.3,21.58,43.07,2.9
7219,2024-08-23,2,25,26,1451,Mebel/İri həcmli,8.7,13.32,48,29.6,Vaxtında,,1.13,8.12,15.96,4.4
7220,2024-02-21,6,63,75,639,Kosmetika,9.6,3.09,4,1.7,Vaxtında,,0.86,6.57,13.29,4.5
7221,2023-04-10,4,40,52,364,Mebel/İri həcmli,18.2,2.89,48,14.3,Vaxtında,,1.64,11.3,23.11,4.0
7222,2023-07-08,2,22,25,338,Qida,13.8,3.76,48,25.4,Vaxtında,,0.48,6.14,16.17,4.3
7223,2025-06-08,4,41,47,443,Elektronika,18.3,8.01,24,11.7,Vaxtında,,0.64,7.85,19.24,5.0
7224,2025-05-07,2,25,22,367,Mebel/İri həcmli,6.8,5.3,4,2.7,Vaxtında,,0.88,6.46,15.04,5.0
7225,2024-01-23,1,1,10,1177,Sənəd,13.6,3.59,24,16.7,Vaxtında,,1.77,11.51,22.09,4.3
7226,2023-08-29,3,28,44,43,Qida,4.4,13.9,48,29.0,Vaxtında,,0.4,4.04,8.71,4.9
7227,2025-02-20,3,27,41,543,Geyim,13.9,7.69,24,24.8,Gecikmiş,,3.06,16.72,32.7,4.0
7228,2024-12-31,6,62,85,863,Qida,17.6,3.23,4,1.6,Vaxtında,,0.62,7.46,16.94,5.0
7229,2024-02-21,1,9,11,611,Elektronika,9.6,3.37,24,24.5,Gecikmiş,,0.34,4.66,12.69,2.8
7230,2023-06-25,3,29,43,731,Kosmetika,34.0,6.51,48,30.9,Vaxtında,,4.42,26.9,50.25,4.1
7231,2024-01-22,1,9,11,265,Elektronika,5.4,11.94,48,20.7,Vaxtında,,0.19,3.45,9.96,4.8
7232,2024-04-15,1,9,11,574,Qida,8.1,8.31,4,2.9,Vaxtında,,0.28,4.28,12.07,5.0
7233,2025-05-02,3,27,38,34,Sənəd,15.2,4.61,4,3.3,Vaxtında,,3.34,18.06,33.39,4.1
7234,2023-08-21,1,6,16,1148,Kosmetika,4.9,12.99,48,36.3,Vaxtında,,0.17,3.3,6.75,3.9
7235,2024-10-24,4,40,58,200,Qida,9.4,4.47,48,59.0,Gecikmiş,,0.85,6.5,13.76,4.9
7236,2024-03-27,3,29,37,855,Geyim,12.8,7.98,24,21.5,Vaxtında,,1.66,11.04,21.0,4.7
7237,2023-10-04,1,5,2,641,Qida,12.6,15.28,48,14.2,Vaxtında,,1.13,8.59,17.6,3.5
7238,2023-08-17,3,27,46,385,Qida,8.7,15.29,24,10.5,Vaxtında,,1.91,11.23,23.82,4.5
7239,2023-06-20,1,12,16,52,Geyim,7.0,22.86,24,28.1,Gecikmiş,,0.91,7.14,16.16,2.5
7240,2025-01-04,5,46,69,1098,Kosmetika,10.9,11.29,48,47.9,Vaxtında,,0.38,5.35,11.46,4.9
7241,2023-08-01,1,12,8,678,Qida,11.7,1.07,24,19.7,Vaxtında,,1.52,10.01,21.87,4.1
7242,2023-10-09,1,6,17,897,Kosmetika,5.3,14.47,4,1.9,Vaxtında,,0.19,3.49,10.45,4.6
7243,2023-02-10,3,35,43,346,Geyim,9.1,14.5,48,31.6,Vaxtında,,0.82,6.64,16.19,3.8
7244,2023-05-02,6,65,82,1422,Elektronika,5.0,4.09,24,18.0,Vaxtında,,0.65,5.07,9.3,4.8
7245,2023-08-15,5,48,63,875,Elektronika,13.7,17.49,48,52.5,Gecikmiş,,0.48,6.52,13.24,2.7
7246,2023-10-21,1,8,17,986,Sənəd,20.3,13.11,24,11.4,Vaxtında,,0.71,8.7,21.08,4.8
7247,2024-08-22,1,3,7,1302,Mebel/İri həcmli,10.5,10.94,24,16.7,Vaxtında,,1.36,9.4,17.8,4.6
7248,2023-09-24,3,34,42,636,Qida,21.7,22.54,24,13.7,Vaxtında,,1.95,13.81,29.31,4.4
7249,2024-06-24,5,50,59,1341,Mebel/İri həcmli,8.7,8.72,24,5.0,Vaxtında,,0.78,6.25,14.84,5.0
7250,2025-01-28,2,22,32,50,Geyim,28.3,3.17,24,21.1,Vaxtında,,0.99,11.2,24.54,4.9
7251,2025-04-07,2,18,30,334,Elektronika,11.3,3.16,4,2.6,Vaxtında,,1.02,7.51,15.46,4.8
7252,2024-03-26,1,12,16,725,Qida,16.2,15.92,24,8.3,Vaxtında,,2.11,13.83,27.28,4.3
7253,2024-03-24,1,2,8,1360,Elektronika,22.3,9.5,48,41.7,Vaxtında,,0.78,9.29,21.81,5.0
7254,2025-01-25,3,30,39,825,Elektronika,4.1,10.35,48,48.7,Gecikmiş,,0.53,4.59,11.51,2.3
7255,2023-03-02,1,13,2,197,Sənəd,9.1,11.12,48,42.2,Vaxtında,,2.0,11.54,24.51,5.0
7256,2024-05-16,1,14,17,959,Sənəd,10.4,36.26,24,26.6,Gecikmiş,,0.36,5.93,13.11,2.9
7257,2023-05-27,1,2,16,333,Geyim,19.7,8.07,48,29.3,Vaxtında,,0.69,8.34,20.48,4.3
7258,2024-11-16,2,24,29,263,Kosmetika,10.9,5.89,24,9.9,Vaxtında,,0.98,7.37,15.17,5.0
7259,2025-02-28,1,4,10,1362,Elektronika,13.2,7.8,72,32.9,Vaxtında,,1.19,8.69,17.07,5.0
7260,2023-11-30,3,28,45,851,Geyim,9.7,1.89,48,48.2,Gecikmiş,,0.87,6.59,14.06,3.4
7261,2025-05-30,6,65,74,386,Geyim,14.1,9.57,48,37.6,Vaxtında,,1.83,12.06,22.65,4.9
7262,2025-06-09,1,12,11,356,Elektronika,12.9,1.83,24,18.2,Vaxtında,,1.68,10.93,21.6,5.0
7263,2023-05-22,3,28,38,253,Kosmetika,7.9,4.95,48,17.7,Vaxtında,,0.71,5.69,11.87,4.1
7264,2023-02-13,5,47,61,162,Qida,3.6,3.69,4,1.8,Vaxtında,,0.32,3.29,7.11,4.5
7265,2023-05-24,2,25,33,1150,Elektronika,15.5,2.32,48,29.2,Vaxtında,,2.02,12.89,25.46,5.0
7266,2025-05-14,1,7,8,358,Sənəd,21.0,7.1,48,26.0,Vaxtında,,1.89,12.96,26.32,3.9
7267,2023-11-29,1,1,8,1375,Elektronika,10.9,0.2,48,18.5,Vaxtında,,1.42,9.38,20.64,5.0
7268,2024-05-11,4,44,58,349,Geyim,22.2,10.86,48,28.9,Vaxtında,,2.89,18.18,34.48,5.0
7269,2024-01-31,3,34,39,259,Geyim,6.3,12.04,24,16.0,Vaxtında,,0.57,5.03,11.42,4.6
7270,2023-02-24,1,5,16,445,Elektronika,7.2,3.92,24,13.8,Vaxtında,,0.65,5.28,10.61,5.0
7271,2023-11-03,5,51,61,596,Elektronika,12.1,6.18,24,15.0,Vaxtında,,1.09,8.04,15.89,5.0
7272,2025-05-19,4,38,47,1352,Elektronika,16.2,22.49,72,79.3,Gecikmiş,,1.46,10.78,22.33,3.3
7273,2024-02-27,1,7,17,975,Qida,5.3,18.93,24,31.9,Gecikmiş,,0.48,4.68,10.24,3.3
7274,2024-02-21,4,36,52,1396,Qida,8.3,1.67,24,14.9,Vaxtında,,0.29,4.16,9.58,3.5
7275,2024-11-03,1,8,15,1459,Geyim,16.0,24.21,48,37.3,Vaxtında,,0.56,7.53,15.35,4.7
7276,2025-03-07,4,36,55,1000,Qida,5.9,18.99,24,20.2,Vaxtında,,0.21,3.83,10.8,4.6
7277,2023-11-21,1,13,7,1175,Sənəd,21.3,10.5,24,18.3,Vaxtında,,4.69,24.95,46.62,3.7
7278,2024-12-10,4,36,47,967,Qida,11.8,10.11,72,43.9,Vaxtında,,0.41,5.63,15.31,4.2
7279,2024-11-01,1,1,2,1393,Kosmetika,13.5,10.99,24,21.1,Vaxtında,,1.76,11.65,23.81,5.0
7280,2023-03-21,3,35,39,799,Kosmetika,10.4,4.64,4,3.4,Vaxtında,,0.94,7.06,17.06,5.0
7281,2023-01-31,1,11,10,1029,Elektronika,18.7,4.62,48,48.5,Gecikmiş,,0.65,7.88,18.05,3.8
7282,2023-04-22,4,36,54,1275,Kosmetika,7.4,27.52,48,60.4,Gecikmiş,,0.26,4.62,9.49,3.1
7283,2024-07-11,1,7,16,364,Kosmetika,12.0,21.71,24,18.7,Vaxtında,,1.08,8.45,18.34,4.5
7284,2025-05-14,1,1,15,436,Elektronika,7.7,4.27,48,49.2,Gecikmiş,,1.0,7.1,16.4,3.1
7285,2024-12-17,1,9,14,652,Mebel/İri həcmli,21.5,14.9,4,0.8,Vaxtında,,0.75,9.17,21.01,4.8
7286,2024-07-17,1,5,11,392,Elektronika,6.2,8.04,24,18.0,Vaxtında,,0.56,4.85,9.38,5.0
7287,2024-10-11,4,41,47,317,Geyim,17.0,3.05,48,36.3,Vaxtında,,0.6,7.24,16.1,3.1
7288,2024-04-16,6,62,74,933,Geyim,14.0,11.48,48,15.2,Vaxtında,,0.49,6.44,15.9,4.6
7289,2023-03-15,4,40,56,1375,Geyim,4.8,4.56,24,21.9,Vaxtında,,0.43,3.98,10.43,4.5
7290,2024-07-06,5,46,64,1095,Elektronika,5.0,14.32,24,9.2,Vaxtında,,0.18,3.38,9.48,5.0
7291,2024-04-23,1,12,12,543,Geyim,22.8,2.95,72,51.0,Vaxtında,,2.96,18.39,36.96,3.7
7292,2024-08-11,1,8,13,708,Qida,5.6,3.17,4,2.2,Vaxtında,,0.2,3.26,7.15,4.6
7293,2024-01-22,3,32,43,1090,Elektronika,16.0,4.54,4,2.4,Vaxtında,,0.56,6.94,14.55,3.9
7294,2024-11-29,6,60,75,31,Elektronika,8.5,0.69,4,4.0,Vaxtında,,1.1,7.6,15.1,4.3
7295,2025-05-31,4,40,51,600,Qida,16.3,2.84,4,4.8,Gecikmiş,,1.47,10.25,20.31,3.1
7296,2024-07-17,2,15,25,1134,Sənəd,22.1,2.56,24,12.0,Vaxtında,,0.77,9.01,20.93,4.7
7297,2024-03-08,1,6,17,1118,Elektronika,7.6,5.45,72,40.6,Uğursuz,Ünvan tapılmadı,0.27,4.02,1.63,
7298,2024-02-16,1,6,1,645,Elektronika,15.8,5.37,24,20.6,Uğursuz,Ünvan tapılmadı,0.55,6.89,2.39,
7299,2024-04-11,2,16,20,567,Geyim,10.0,11.34,24,24.7,Gecikmiş,,0.35,5.04,10.57,2.8
7300,2024-08-21,4,44,50,1273,Mebel/İri həcmli,15.4,7.76,24,16.3,Vaxtında,,2.0,12.98,24.77,4.9
7301,2024-09-12,1,8,8,1042,Qida,19.8,1.65,24,13.5,Vaxtında,,0.69,8.18,19.02,4.9
7302,2025-06-27,5,45,65,376,Elektronika,16.3,5.17,4,4.6,Gecikmiş,,1.47,10.32,19.89,1.7
7303,2025-01-06,6,63,84,145,Qida,12.3,5.74,48,29.5,Vaxtında,,1.11,8.14,17.28,5.0
7304,2023-09-05,5,45,64,400,Elektronika,11.7,11.79,24,12.6,Vaxtında,,1.05,7.99,17.52,3.0
7305,2024-08-03,6,64,88,403,Elektronika,14.5,6.29,4,3.1,Vaxtında,,0.51,6.46,16.96,4.7
7306,2023-04-30,1,1,7,1152,Elektronika,18.7,18.89,72,25.1,Vaxtında,,2.43,15.79,30.87,5.0
7307,2023-03-08,6,59,83,1159,Geyim,2.9,18.06,4,1.4,Vaxtında,,0.1,2.76,6.02,4.8
7308,2024-07-26,2,22,28,431,Mebel/İri həcmli,6.4,9.31,24,8.6,Vaxtında,,0.22,3.72,7.29,5.0
7309,2023-11-23,5,47,68,915,Kosmetika,7.8,7.19,4,3.6,Vaxtında,,0.7,5.71,11.7,4.7
7310,2024-12-03,1,5,10,480,Geyim,8.0,13.48,4,5.9,Gecikmiş,,0.72,6.0,11.81,2.7
7311,2024-04-14,2,16,24,1335,Elektronika,15.5,18.48,24,10.9,Vaxtında,,0.54,7.18,17.92,4.1
7312,2024-05-07,1,10,7,1219,Mebel/İri həcmli,3.3,14.5,24,14.5,Vaxtında,,0.43,4.11,7.58,4.9
7313,2024-12-01,1,12,9,747,Geyim,12.5,3.58,4,2.6,Vaxtında,,1.62,10.68,23.34,5.0
7314,2024-10-24,6,54,80,1347,Elektronika,4.9,0.74,48,47.1,Vaxtında,,0.17,2.94,9.38,4.5
7315,2023-10-13,5,45,66,713,Sənəd,8.5,8.51,24,3.8,Uğursuz,Digər,0.76,6.13,1.99,
7316,2024-08-30,3,32,37,278,Elektronika,19.2,2.61,72,58.3,Vaxtında,,0.67,8.0,18.31,4.7
7317,2023-11-08,3,26,41,291,Qida,11.4,4.62,4,2.7,Vaxtında,,1.03,7.61,16.51,3.2
7318,2023-11-05,4,42,48,1212,Qida,12.7,10.19,24,19.6,Vaxtında,,2.79,15.48,30.71,5.0
7319,2025-02-13,2,22,34,1116,Qida,15.9,3.27,4,4.5,Gecikmiş,,0.56,6.86,14.38,4.5
7320,2023-04-07,4,43,47,966,Qida,8.0,5.76,48,15.8,Vaxtında,,0.28,4.17,10.7,4.0
7321,2023-04-23,3,29,36,511,Elektronika,25.2,5.27,4,3.4,Vaxtında,,3.28,20.26,40.54,5.0
7322,2024-09-28,3,33,46,1317,Sənəd,24.1,26.91,48,21.8,Vaxtında,,5.3,28.52,53.22,5.0
7323,2024-03-31,6,62,71,1451,Qida,9.5,6.96,24,18.9,Uğursuz,Vaxt pəncərəsi buraxıldı,0.33,4.73,1.73,
7324,2024-04-07,2,24,28,1101,Qida,9.2,6.22,24,24.9,Gecikmiş,,0.83,6.45,12.71,3.3
7325,2023-05-12,2,23,19,1256,Elektronika,6.3,20.27,24,23.3,Vaxtında,,0.57,5.27,10.93,3.8
7326,2023-05-01,6,60,78,101,Elektronika,5.4,3.86,24,17.1,Vaxtında,,0.7,5.37,13.16,5.0
7327,2023-07-16,6,64,84,1210,Mebel/İri həcmli,8.2,3.43,48,18.8,Vaxtında,,0.29,4.17,11.7,5.0
7328,2025-03-16,6,65,79,509,Elektronika,18.9,11.94,4,4.6,Gecikmiş,,2.46,15.73,32.08,3.3
7329,2024-04-26,3,33,43,1380,Elektronika,13.7,22.4,24,13.3,Uğursuz,Vaxt pəncərəsi buraxıldı,3.01,16.94,4.94,
7330,2024-09-25,2,21,32,756,Kosmetika,10.6,20.83,48,34.3,Vaxtında,,0.37,5.53,11.14,4.9
7331,2025-03-04,1,4,2,843,Elektronika,25.9,15.36,48,46.0,Vaxtında,,2.33,15.91,33.09,3.6
7332,2025-06-15,1,12,13,956,Geyim,5.6,6.83,24,7.1,Vaxtında,,0.73,5.6,13.32,4.9
7333,2025-02-10,4,43,53,1024,Sənəd,6.3,7.98,4,0.5,Vaxtında,,0.22,3.64,9.44,3.9
7334,2023-02-08,1,1,8,66,Kosmetika,11.9,13.77,24,20.7,Vaxtında,,1.55,10.54,20.73,4.6
7335,2024-07-19,3,29,45,560,Kosmetika,26.1,3.38,48,22.2,Vaxtında,,3.39,20.88,42.36,5.0
7336,2024-05-26,6,64,85,141,Elektronika,24.2,9.89,72,32.7,Vaxtında,,0.85,9.97,24.16,4.8
7337,2024-04-18,6,56,86,1252,Geyim,12.6,14.98,24,7.0,Vaxtında,,0.44,6.06,14.55,4.6
7338,2023-06-10,1,12,3,842,Mebel/İri həcmli,13.1,6.96,4,4.2,Gecikmiş,,1.7,11.23,22.78,4.0
7339,2023-10-16,2,16,28,781,Mebel/İri həcmli,13.2,9.43,48,49.8,Gecikmiş,,0.46,6.1,12.89,2.9
7340,2023-07-19,5,49,63,1052,Elektronika,11.3,20.07,48,28.3,Vaxtında,,1.47,10.28,18.89,4.9
7341,2025-02-26,3,35,42,288,Sənəd,23.6,19.22,72,50.0,Vaxtında,,2.12,14.76,29.96,4.5
7342,2024-06-11,5,52,70,1274,Geyim,3.1,5.86,24,15.6,Vaxtında,,0.68,4.79,12.23,4.7
7343,2024-11-15,5,45,66,1096,Mebel/İri həcmli,6.5,6.8,48,27.7,Vaxtında,,0.58,4.98,10.82,4.6
7344,2024-05-17,2,20,34,1470,Kosmetika,33.9,10.18,24,26.5,Gecikmiş,,3.05,20.15,38.83,4.1
7345,2023-09-05,2,16,24,910,Mebel/İri həcmli,3.5,3.34,48,60.1,Gecikmiş,,0.12,2.53,6.65,2.7
7346,2024-01-18,2,18,31,1384,Kosmetika,4.6,11.08,24,30.0,Gecikmiş,,0.41,4.06,9.37,2.2
7347,2023-08-06,4,42,58,1151,Qida,10.4,19.46,24,12.9,Vaxtında,,2.29,13.22,26.68,5.0
7348,2023-03-28,2,25,23,497,Sənəd,19.3,8.31,24,17.5,Vaxtında,,2.51,15.92,29.96,4.1
7349,2023-03-23,4,43,58,1053,Kosmetika,5.1,2.53,48,40.5,Vaxtında,,0.18,3.06,6.34,4.9
7350,2023-03-03,6,56,79,590,Elektronika,23.4,2.33,24,20.6,Vaxtında,,0.82,9.46,19.99,4.6
7351,2025-03-09,1,12,3,1048,Elektronika,12.0,3.85,48,48.3,Gecikmiş,,1.56,10.32,21.76,4.0
7352,2024-05-14,6,54,82,506,Elektronika,13.8,12.02,24,21.3,Vaxtında,,0.48,6.39,14.32,3.9
7353,2023-02-11,3,35,45,1181,Sənəd,5.2,6.03,24,17.1,Vaxtında,,0.47,4.24,9.79,5.0
7354,2023-01-12,5,53,67,1106,Sənəd,6.5,5.39,4,4.3,Gecikmiş,,0.84,6.24,12.07,2.7
7355,2025-04-12,1,2,12,1091,Elektronika,5.8,7.89,24,28.8,Gecikmiş,,0.2,3.47,8.52,3.4
7356,2025-01-15,1,8,14,1147,Qida,4.6,15.93,48,34.2,Vaxtında,,0.16,3.29,6.59,4.3
7357,2025-04-20,2,21,34,1344,Elektronika,7.9,5.0,24,16.7,Vaxtında,,0.28,4.12,9.33,5.0
7358,2024-10-04,2,17,21,1178,Geyim,7.9,26.07,48,48.7,Gecikmiş,,0.71,6.33,14.15,2.3
7359,2023-04-25,1,5,2,1101,Elektronika,16.9,8.89,48,33.6,Vaxtında,,1.52,10.76,20.43,3.7
7360,2023-08-06,5,49,64,1000,Mebel/İri həcmli,18.6,3.6,48,26.8,Vaxtında,,2.42,15.26,29.72,3.7
7361,2024-10-10,2,17,24,78,Kosmetika,10.4,12.33,72,64.1,Vaxtında,,0.94,7.29,13.54,5.0
7362,2023-04-16,6,58,75,1164,Elektronika,5.9,6.13,48,32.8,Vaxtında,,0.53,4.63,11.7,4.4
7363,2024-11-21,3,30,43,1176,Elektronika,16.1,16.09,48,19.8,Vaxtında,,2.09,13.76,27.16,4.9
7364,2024-06-11,1,10,17,849,Geyim,18.1,6.92,48,24.9,Vaxtında,,2.35,14.98,28.56,5.0
7365,2024-04-16,3,34,42,842,Qida,15.4,4.37,48,56.9,Gecikmiş,,1.39,9.8,18.89,3.0
7366,2025-01-23,6,59,82,688,Elektronika,28.2,11.95,4,2.7,Vaxtında,,0.99,11.43,27.1,4.7
7367,2025-04-25,3,26,46,411,Sənəd,14.7,3.29,48,28.2,Vaxtında,,1.32,9.38,19.98,5.0
7368,2025-06-11,1,5,5,1162,Kosmetika,11.8,5.22,48,36.0,Vaxtında,,1.06,7.85,17.99,4.3
7369,2024-01-22,6,63,81,661,Sənəd,32.8,11.94,24,18.8,Vaxtında,,2.95,19.6,40.03,5.0
7370,2023-08-14,1,13,11,418,Kosmetika,4.9,4.56,24,19.5,Vaxtında,,1.08,6.73,12.31,3.8
7371,2024-04-25,4,41,56,348,Sənəd,6.4,17.84,4,1.6,Vaxtında,,0.22,3.98,10.75,4.7
7372,2025-01-23,3,27,42,658,Kosmetika,4.0,11.66,4,3.2,Vaxtında,,0.88,5.95,14.16,3.8
7373,2024-02-12,2,21,22,1112,Geyim,22.7,1.19,24,8.7,Vaxtında,,0.79,9.18,22.55,3.7
7374,2024-04-01,1,2,10,791,Kosmetika,8.6,6.26,48,38.0,Vaxtında,,0.3,4.4,9.76,5.0
7375,2024-10-14,6,60,72,1107,Qida,11.0,5.89,24,14.3,Vaxtında,,1.43,9.63,20.87,5.0
7376,2025-06-16,6,61,85,996,Elektronika,16.4,4.83,24,23.3,Vaxtında,,1.48,10.36,20.91,3.1
7377,2024-12-11,3,27,37,401,Mebel/İri həcmli,11.8,4.5,4,3.5,Vaxtında,,2.6,14.32,27.62,3.6
